Name,Unique ID,__url,Slug,Image,Description,Twitter,Website,Facebook,Summaries,Collection ID,Locale ID,Item ID,Summaries copy
Rodd Wagner,840,https://www.actionablebooks.com/en-ca/authors/Rodd-Wagner/,Rodd-Wagner,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2015/06/rodd-wagner-180x220.jpeg,"Rodd Wagner is the New York Times bestselling author of the new book “Widgets: The 12 New Rules for Managing Your Employees As If They’re Real People.” A contributor to Forbes, he is one of the foremost authorities on employee engagement and collaboration. Wagner’s books, speeches, and thought leadership focus on how human nature affects business strategy. He currently serves as vice president of employee engagement strategy at BI Worldwide.",http://twitter.com/Rodd_Wagner/,http://www.forbes.com/sites/roddwagner/,,Widgets,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a49fa40147c413b6358,Widgets
Nassim Nicholas Taleb,238,https://www.actionablebooks.com/en-ca/authors/Nassim-Nicholas-Taleb/,Nassim-Nicholas-Taleb,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2015/09/nassim-180x220.jpeg,"Nassim Nicholas Taleb spent two decades as a trader and risk taker before becoming a full-time essayist and scholar focusing on practical, philosophical and mathematical problems with chance, luck, and probability. His focus in on how different systems handle disorder.",http://twitter.com/nntaleb/,http://www.fooledbyrandomness.com/,,Fooled by Randomness,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a34466118417dcfa537,Fooled by Randomness
Joe Knight,222,https://www.actionablebooks.com/en-ca/authors/Joe-Knight/,Joe-Knight,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/10/joe_knight.jpg,"Joe Knight, Partner and Senior Consultant with the Business Literacy Institute, is a highly regarded finance and business literacy keynote speaker and trainer.",,http://www.financialintelligencebook.com/,,Financial Intelligence for Entrepreneurs,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a1183b10b7d4eab9a41,Financial Intelligence for Entrepreneurs
Bob Nease,713,https://www.actionablebooks.com/en-ca/authors/Bob-Nease/,Bob-Nease,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/09/bob-nease-180x220.jpg,"Dr. Bob Nease recently retired as the Chief Scientist at Express Scripts, a Fortune 25 healthcare company dedicated to making the use of prescription medications safer and more affordable. Over the past several years, Bob has emerged as the nation’s expert on the application of behavioral sciences to health care. He has now turned his attention to equipping others to make practical use of those insights in applications beyond health care — at work, at home, and in the community.",http://twitter.com/bobnease/,http://www.fiftybits.com/,,The Power of Fifty Bits,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779bf49b9e1a9de0ac8e6,The Power of Fifty Bits
Susan Scott,220,https://www.actionablebooks.com/en-ca/authors/Susan-Scott/,Susan-Scott,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/05/susan_scott.jpg,"Susan Scott is a best-selling author, popular and sought-after Fortune 100 public speaker, and renowned leadership development architect.Susan founded Fierce in 2001 after 13 years leading CEO think tanks, more than 10,000 hours of conversations with senior executives, and one epiphany: While no single conversation is guaranteed to change the trajectory of a career, a business, or a life—any conversation can.Designing and delivering training for peers working with CEOs in 18 countries, Susan developed a sharp eye for what works and what doesn’t work in building profitable organizations.In 2002, after many requests, Susan decided to share her insights in a book. The result was the award-winning Fierce Conversations—Achieving Success at Work and in Life, One Conversation at a Time. Published in four countries, it was recognized on The Wall Street Journal and United Press International bestseller lists and named one of USA TODAY’S top 40 business books of 2002.While working on sustainability with her clients, Susan had another “a-ha” moment. She realized many of the “best” practices in organizations were continuously getting in the way of success; yet, surprisingly, they remained unquestioned. This led to her second book—Fierce Leadership: An Alternative to the Worst “Best” Practices of Business Today. Published in 2009, it was recognized on The Wall Street Journal and The New York Times bestseller lists and was one of USA TODAY’S top 40 business books of 2009.A thought leader in the global business community and recipient of the 2008 Stevie award for Entrepreneur of the Year, Susan Scott has been challenging people to say the things that can’t be said for over two decades. She enables top executives worldwide to engage in vibrant dialogue with one another, with their employees, and with their customers.When Susan is not traveling the world delivering keynotes and developing great leaders, she resides in Seattle, Washington.",http://twitter.com/fierce_inc/,http://www.fierceinc.com/,,Fierce Conversations,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a587e1b1fa86a52b407,Fierce Conversations
Harvey Deutschendorf,702,https://www.actionablebooks.com/en-ca/authors/Harvey-Deutschendorf/,Harvey-Deutschendorf,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2015/01/harvey-deutschendorf.jpg,"Harvey Deutschendorf is an emotional intelligence expert whose book has been published in Vietnamese, Arabic and Chinese",http://twitter.com/theeiguy/,http://www.fastcompany.com,,The Other Kind of Smart,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779fc17fd1b2d4af6dfe2,The Other Kind of Smart
Bruce Montgomery,98,https://www.actionablebooks.com/en-ca/authors/Bruce-Montgomery/,Bruce-Montgomery,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/07/bruce-montgomery-180x220.jpg,"Bruce and Gail started ExperienceYes in 2013 and have been quickly building their client base in the fields of telecom, education, oil & gas, healthcare, and management consulting. Brain Disruption: Radical Innovation in Business through Improv is the result of their experience. They both still nurture their passion for performing staying busy with local theatre companies, such as The Evergreen Players and the Evergreen Players improv Comedy troupe (EPiC). They are married, have two teen-aged children, and live in Evergreen, CO.",,http://www.experienceyes.com/,,Brain Disruption,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779c4336cf3351ac3ceaf,Brain Disruption
Max Lenderman,101,https://www.actionablebooks.com/en-ca/authors/Max-Lenderman/,Max-Lenderman,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2010/10/max_lenderman_headshot-lg-180x220.jpg,"Max Lenderman is Director of OuterActive at Crispin, Porter + Bogusky. The agency has more than one billion in billings and is one of the most awarded agencies in the world.He is also the former Executive Creative Director at GMR Marketing, the largest experiential marketing company in North America, where his work has won numerous industry recognitions, the latest including the 2009 Effie Award and the 2007, 2008 and 2009 Ex Awards.After returning from the US Peace Corps where he drilled wells in Chad, Lenderman began his career in New York City as a marketing journalist for a number of leading trade magazines such as Cable World, Beverage World, Impact and Periscope. He also contributed frequently to youth lifestyle magazines such as High Times, Pop Smear and Hemperor.In 1999, he founded and helmed Gearwerx Experiential Marketing, one of the first experiential agencies in Canada, with offices in Montreal and Toronto.Lenderman’s breakthrough publication, Experience the Message: How Experiential Marketing is Changing the Brand World, was a Business Book of the Year Finalist in 2006 and has been cited as “the best book on experiential marketing” available.His latest book, Brand New World: How Oligarchs, Paupers and Pirates Are Changing Business, was published by HarperCollins in April 2009.Lenderman is a founding board member of the International Experiential Marketing Association (IXMA) and is a sought-after public speaker, media commentator and blogger on the subjects of strategic branding, experiential marketing and emerging global business trends.He is a former columnist for Strategy Magazine, and is currently a contributor to Promo and Chief Marketer magazines. His popular blog is found at experiencethemessage.com.",http://twitter.com/maxlenderman/,http://www.experiencethemessage.com/,,Brand New World,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a2eba10a59f863171ba,Brand New World
Harrison Monarth,208,https://www.actionablebooks.com/en-ca/authors/Harrison-Monarth/,Harrison-Monarth,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/04/harrison_monarth.jpg,"Harrison Monarth is the Founder and President of GuruMaker – School of Professional Speaking, a high-impact communications consulting firm that counts Fortune 500 executives, professionals and political candidates as clients. Through GuruMaker, he has assembled a select team of coaches, trainers and behavior change experts, who work together to help clients overcome their most challenging communication issues and influence important events through the skill of public discourse. Dubbed The Speakinator by one of his enthusiastic clients, Harrison has been a sought-after authority in the field of confidential executive presentation coaching for more than a decade. He has helped executives and corporate leaders from top companies throughout Europe and the United States prepare and deliver crucial business presentations. He advises companies on their communication and media strategies and helps executives craft compelling messages to the public. He is a specialist in persuasive communication and reducing conflict and crisis through effective messaging, and is frequently called upon when the stakes are high and audiences need persuading.",http://twitter.com/HarrisonMonarth/,http://www.executivepresencebook.com,,Executive Presence,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779fcc095b71ae59e63db,Executive Presence
William Macaskill,185,https://www.actionablebooks.com/en-ca/authors/William-MacAskill/,William-MacAskill,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/09/william-macaskill-180x220.jpg,"I’m Will MacAskill, an Associate Professor in Philosophy at Lincoln College, Oxford, and author of Doing Good Better (Gotham Books, 2015). I’ve also cofounded two non-profits: 80,000 Hours, which provides research and advice on how you can best make a difference through your career, and Giving What We Can, which encourages people to commit to give at least 10% of their income to the most effective charities. These organisations helped to spark the effective altruism movement.",,http://www.effectivealtruism.com/,,Doing Good Better,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a649c49c73f4147e431,Doing Good Better
Dan Waldschmidt,192,https://www.actionablebooks.com/en-ca/authors/Dan-Waldschmidt/,Dan-Waldschmidt,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/11/dan-waldschmidt.jpg,"Dan Waldschmidt is an international business strategist, speaker, author, and extreme athlete. His consulting firm solves complex marketing and business strategy problems for savvy companies all over the world. Dow Jones calls his Edgy Conversations blog one of the top sales sites on the internet. He’s been profiled in Business Week, INC Magazine, BBC, Fox News, The Today Show, and Business Insider, has been the featured guest on dozens of radio programs, and has published hundreds of articles on progressive business strategy. He is author of Edgy Conversations: How Ordinary People Achieve Outrageous Success.",http://twitter.com/DanWaldo/,http://www.EDGYConversations.com,,EDGY Conversations,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779d88e2267d87246a155,EDGY Conversations
